x_pixel,y_pixel,rgb_distance,status
1167,745,5.196152422706632,light_cyan_observed
1168,745,6.324555320336759,light_cyan_observed
1169,744,3.605551275463989,light_cyan_observed
1170,745,3.605551275463989,light_cyan_observed
1171,745,2.23606797749979,light_cyan_observed
1172,743,5.830951894845301,light_cyan_observed
1173,743,4.0,light_cyan_observed
1174,742,7.0710678118654755,light_cyan_observed
1175,742,5.196152422706632,light_cyan_observed
1176,742,6.0,light_cyan_observed
1177,742,4.47213595499958,light_cyan_observed
1178,742,5.196152422706632,light_cyan_observed
1179,741,2.449489742783178,light_cyan_observed
1180,741,2.23606797749979,light_cyan_observed
1181,741,6.708203932499369,light_cyan_observed
1182,740,6.708203932499369,light_cyan_observed
1183,740,4.123105625617661,light_cyan_observed
1184,740,5.385164807134504,light_cyan_observed
1185,739,7.280109889280518,light_cyan_observed
1186,739,4.58257569495584,light_cyan_observed
1187,738,8.306623862918075,light_cyan_observed
1188,738,4.242640687119285,light_cyan_observed
1189,738,6.164414002968976,light_cyan_observed
1190,737,8.602325267042627,light_cyan_observed
1191,736,6.4031242374328485,light_cyan_observed
1192,735,9.848857801796104,light_cyan_observed
1193,735,4.242640687119285,light_cyan_observed
1194,735,3.605551275463989,light_cyan_observed
1195,735,3.1622776601683795,light_cyan_observed
1196,734,5.0990195135927845,light_cyan_observed
1197,734,4.242640687119285,light_cyan_observed
1198,734,5.656854249492381,light_cyan_observed
1199,732,8.602325267042627,light_cyan_observed
1200,731,1.4142135623730951,light_cyan_observed
1201,731,2.8284271247461903,light_cyan_observed
1202,731,3.1622776601683795,light_cyan_observed
1203,732,8.48528137423857,light_cyan_observed
1204,732,7.681145747868608,light_cyan_observed
1205,732,8.660254037844387,light_cyan_observed
1206,732,10.04987562112089,light_cyan_observed
1207,732,15.362291495737216,light_cyan_observed
1208,731,28.930952282978865,light_cyan_observed
1209,730,13.638181696985855,light_cyan_observed
1210,730,11.40175425099138,light_cyan_observed
1211,730,11.445523142259598,light_cyan_observed
1212,731,7.874007874011811,light_cyan_observed
1213,730,5.830951894845301,light_cyan_observed
1214,730,8.48528137423857,light_cyan_observed
1215,731,8.06225774829855,light_cyan_observed
1216,731,7.681145747868608,light_cyan_observed
1217,731,7.810249675906654,light_cyan_observed
1218,730,7.810249675906654,light_cyan_observed
1219,730,2.449489742783178,light_cyan_observed
1220,729,3.0,light_cyan_observed
1221,728,2.23606797749979,light_cyan_observed
1222,727,5.916079783099616,light_cyan_observed
1223,727,4.58257569495584,light_cyan_observed
1224,725,8.717797887081348,light_cyan_observed
1225,725,8.246211251235321,light_cyan_observed
1226,724,5.0,light_cyan_observed
1227,723,11.874342087037917,light_cyan_observed
1228,722,10.488088481701515,light_cyan_observed
1229,721,9.695359714832659,light_cyan_observed
1230,719,10.723805294763608,light_cyan_observed
1231,719,12.206555615733702,light_cyan_observed
1232,718,19.0,light_cyan_observed
1233,717,23.958297101421877,light_cyan_observed
1234,717,7.874007874011811,light_cyan_observed
1235,718,6.0,light_cyan_observed
1236,719,20.42057785666214,light_cyan_observed
1237,720,9.848857801796104,light_cyan_observed
1238,721,5.385164807134504,light_cyan_observed
1239,722,3.0,light_cyan_observed
1240,722,8.306623862918075,light_cyan_observed
1241,722,4.58257569495584,light_cyan_observed
1242,722,11.704699910719626,light_cyan_observed
1243,721,13.379088160259652,light_cyan_observed
1244,720,9.539392014169456,light_cyan_observed
1245,720,4.242640687119285,light_cyan_observed
1246,719,5.385164807134504,light_cyan_observed
1247,719,3.605551275463989,light_cyan_observed
1248,718,3.7416573867739413,light_cyan_observed
1249,718,5.0,light_cyan_observed
1250,718,6.4031242374328485,light_cyan_observed
1251,718,5.477225575051661,light_cyan_observed
1252,719,3.1622776601683795,light_cyan_observed
1253,718,5.0,light_cyan_observed
1254,718,6.708203932499369,light_cyan_observed
1255,718,11.224972160321824,light_cyan_observed
1256,719,11.0,light_cyan_observed
1257,719,5.830951894845301,light_cyan_observed
1258,719,3.605551275463989,light_cyan_observed
1259,718,5.0990195135927845,light_cyan_observed
1260,718,6.4031242374328485,light_cyan_observed
1261,717,7.0710678118654755,light_cyan_observed
1262,717,4.69041575982343,light_cyan_observed
