date,joint_challenger_share,v3_implied_challenger_share,note
2023-12-28,0.0,0.0,Comparator only; never used in fitting
2025-03-27,0.17508118032566744,0.21744192109512683,Comparator only; never used in fitting
2025-04-03,0.16260646054702504,0.2240308673113261,Comparator only; never used in fitting
2025-04-10,0.14142271496846934,0.20415529308855135,Comparator only; never used in fitting
2025-04-17,0.12359639520188426,0.18899560104621,Comparator only; never used in fitting
2025-04-24,0.0893060418668169,0.15783007907413668,Comparator only; never used in fitting
2025-05-01,0.07422699903522917,0.12321159534873426,Comparator only; never used in fitting
2025-05-08,0.06076328583628958,0.11561297917352538,Comparator only; never used in fitting
2025-05-15,0.05010612283776268,0.09734613828648299,Comparator only; never used in fitting
2025-05-22,0.0,0.0,Comparator only; never used in fitting
2025-05-29,0.0,0.0,Comparator only; never used in fitting
2025-06-05,0.0,0.0,Comparator only; never used in fitting
2025-06-12,0.0,0.0,Comparator only; never used in fitting
2025-06-19,,0.0,Comparator only; never used in fitting
2025-06-26,0.24777739400839005,0.10201340006857751,Comparator only; never used in fitting
2025-07-03,0.2576230662902654,0.2507543832101721,Comparator only; never used in fitting
2025-07-10,0.24497029963778855,0.27690674288521433,Comparator only; never used in fitting
2025-07-17,0.23793655944261816,0.3465142941440449,Comparator only; never used in fitting
2025-07-24,0.23079631733688954,0.31390076652403986,Comparator only; never used in fitting
2025-07-31,0.2291378832826623,0.3640348102626932,Comparator only; never used in fitting
2025-08-07,0.2251708405338956,0.3237141705590928,Comparator only; never used in fitting
2025-08-14,0.21824351216949292,0.3055188938580561,Comparator only; never used in fitting
2025-08-21,0.2154543918387385,0.31779020992807333,Comparator only; never used in fitting
2025-08-28,0.20888208644626202,0.35340436248976,Comparator only; never used in fitting
2025-09-04,0.20507675641375686,0.3373023651372555,Comparator only; never used in fitting
2025-09-11,0.2004725724762453,0.3022544253377111,Comparator only; never used in fitting
2025-09-18,0.19440372171880801,0.2574789902251349,Comparator only; never used in fitting
2025-09-25,0.17696048772850662,0.27539831351108174,Comparator only; never used in fitting
2025-10-02,0.1744486092160335,0.24491067683135023,Comparator only; never used in fitting
2025-10-09,0.17137091170507626,0.23633439108548765,Comparator only; never used in fitting
2025-10-16,0.17094270633320888,0.22620327472129012,Comparator only; never used in fitting
2025-10-23,0.1663986209423836,0.18785673363273217,Comparator only; never used in fitting
2025-10-30,0.15579713549329838,0.1647914903046862,Comparator only; never used in fitting
2025-11-06,0.148710731775081,0.15886917952824023,Comparator only; never used in fitting
2025-11-13,0.13883319902189817,0.1425704170532997,Comparator only; never used in fitting
2025-11-20,0.0,0.10196597860171513,Comparator only; never used in fitting
2025-11-27,0.0,0.0,Comparator only; never used in fitting
2025-12-04,0.0,0.0,Comparator only; never used in fitting
2025-12-11,0.0,0.0,Comparator only; never used in fitting
2025-12-18,,0.0,Comparator only; never used in fitting
2025-12-25,0.15610638993164647,0.0043340774543584384,Comparator only; never used in fitting
2026-01-01,0.18411887729399307,0.13314143353731842,Comparator only; never used in fitting
2026-01-08,0.20094461966914204,0.113728114614396,Comparator only; never used in fitting
2026-01-15,0.22027888798482329,0.17617157627936947,Comparator only; never used in fitting
2026-01-22,0.24490900089840845,0.21452659857960923,Comparator only; never used in fitting
2026-01-29,0.255973669641151,0.2713932042437789,Comparator only; never used in fitting
2026-02-05,0.2628051974934957,0.2625266440911918,Comparator only; never used in fitting
2026-02-12,0.24441323146147903,0.2452367864525155,Comparator only; never used in fitting
2026-02-19,0.24567186802143484,0.25618177168869033,Comparator only; never used in fitting
2026-02-26,0.2562895662374711,0.3313821734823701,Comparator only; never used in fitting
2026-03-05,0.26334577434690115,0.2794809862909624,Comparator only; never used in fitting
2026-03-12,0.25748323733593437,0.2621232759734316,Comparator only; never used in fitting
2026-03-19,0.2340191167974641,0.2533564548940097,Comparator only; never used in fitting
2026-03-26,0.2397235260479881,0.27775707743716643,Comparator only; never used in fitting
2026-04-02,0.19432063251958281,0.22346773688187574,Comparator only; never used in fitting
2026-04-09,0.17134664442944125,0.21319301730165915,Comparator only; never used in fitting
2026-04-16,0.0,0.18209042329068606,Comparator only; never used in fitting
2026-04-23,0.0,0.0,Comparator only; never used in fitting
2026-04-30,0.0,0.0,Comparator only; never used in fitting
2026-05-07,0.0,0.0,Comparator only; never used in fitting
2026-05-14,0.0,0.0,Comparator only; never used in fitting
2026-05-21,0.0,0.0,Comparator only; never used in fitting
2026-05-28,0.0,0.0,Comparator only; never used in fitting
2026-06-04,0.0,0.0,Comparator only; never used in fitting
2026-06-11,0.0,0.0,Comparator only; never used in fitting
2026-06-18,,0.0,Comparator only; never used in fitting
2026-06-25,0.28791234382675823,0.14367026739818298,Comparator only; never used in fitting
2026-07-02,0.2782574265052353,0.16850479049910017,Comparator only; never used in fitting
2026-07-09,0.26974211012550686,0.17611942149015988,Comparator only; never used in fitting
2026-07-16,0.25476124587124477,0.20582618199453187,Comparator only; never used in fitting
2026-07-23,0.22544163726414354,0.28052589728586486,Comparator only; never used in fitting
2026-07-30,0.22010149589567385,0.4337460986287914,Comparator only; never used in fitting
2026-08-06,0.21504659239057233,0.357352775329694,Comparator only; never used in fitting
2026-08-13,0.20937530340115712,0.35605403767322413,Comparator only; never used in fitting
2026-08-20,0.20143671580683023,0.38784038851660824,Comparator only; never used in fitting
