date,profile,reference_price_date,weekly_cap,without_new_bosses_meso,with_available_new_bosses_meso,opportunity_factor,increase_pct,interpretation
2024-08-22,challenger_seren,2026-08-20,12,1244080000,1244080000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-09-18,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-09-25,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-10-02,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-10-09,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-10-16,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-10-23,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-10-30,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-11-06,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-11-13,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-11-20,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-11-27,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-12-04,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-12-11,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-12-18,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2025-12-25,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-01-01,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-01-08,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-01-15,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-01-22,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-01-29,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-02-05,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-02-12,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-02-19,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-02-26,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-03-05,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-03-12,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-03-19,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-03-26,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-04-02,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-04-09,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-04-16,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-04-23,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-04-30,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-05-07,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-05-14,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-05-21,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-05-28,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-06-04,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-06-11,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-06-18,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-06-25,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-07-02,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-07-09,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-07-16,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-07-23,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-07-30,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-08-06,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-08-13,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2026-08-20,challenger_seren,2026-08-20,12,1244080000,1542800000,1.2401131760015434,24.011317600154335,fixed-access solo basket; not mean realized production
2024-08-22,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-08-29,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-05,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-12,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-19,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-26,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-03,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-10,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-17,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-24,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-31,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-07,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-14,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-21,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-28,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-05,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-12,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-19,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-26,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-02,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-09,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-16,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-23,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-30,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-06,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-13,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-20,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-27,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-06,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-13,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-20,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-27,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-03,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-10,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-17,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-24,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-01,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-08,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-15,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-22,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-29,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-05,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-12,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-19,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-26,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-03,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-10,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-17,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-24,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-31,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-07,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-14,challenger_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-21,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-08-28,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-09-04,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-09-11,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-09-18,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-09-25,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-10-02,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-10-09,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-10-16,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-10-23,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-10-30,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-11-06,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-11-13,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-11-20,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-11-27,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-12-04,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-12-11,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-12-18,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2025-12-25,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-01-01,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-01-08,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-01-15,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-01-22,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-01-29,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-02-05,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-02-12,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-02-19,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-02-26,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-03-05,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-03-12,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-03-19,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-03-26,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-04-02,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-04-09,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-04-16,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-04-23,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-04-30,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-05-07,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-05-14,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-05-21,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-05-28,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-06-04,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-06-11,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-06-18,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-06-25,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-07-02,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-07-09,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-07-16,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-07-23,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-07-30,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-08-06,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-08-13,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2026-08-20,challenger_extreme_suu,2026-08-20,12,2359300000,2654200000,1.124994701818336,12.499470181833594,fixed-access solo basket; not mean realized production
2024-08-22,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-08-29,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-05,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-12,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-19,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
