date,profile,rank,boss,meso
2024-09-19,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-09-19,challenger_seren,7,더스크(카오스),69800000
2024-09-19,challenger_seren,8,루시드(하드),62900000
2024-09-19,challenger_seren,9,스우(하드),51500000
2024-09-19,challenger_seren,10,데미안(하드),48900000
2024-09-19,challenger_seren,11,파풀라투스(카오스),13100000
2024-09-19,challenger_seren,12,벨룸(카오스),9280000
2024-09-26,challenger_seren,1,선택받은세렌(하드),356000000
2024-09-26,challenger_seren,2,감시자칼로스(이지),280000000
2024-09-26,challenger_seren,3,진힐라(하드),106000000
2024-09-26,challenger_seren,4,듄켈(하드),94400000
2024-09-26,challenger_seren,5,윌(하드),77100000
2024-09-26,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-09-26,challenger_seren,7,더스크(카오스),69800000
2024-09-26,challenger_seren,8,루시드(하드),62900000
2024-09-26,challenger_seren,9,스우(하드),51500000
2024-09-26,challenger_seren,10,데미안(하드),48900000
2024-09-26,challenger_seren,11,파풀라투스(카오스),13100000
2024-09-26,challenger_seren,12,벨룸(카오스),9280000
2024-10-03,challenger_seren,1,선택받은세렌(하드),356000000
2024-10-03,challenger_seren,2,감시자칼로스(이지),280000000
2024-10-03,challenger_seren,3,진힐라(하드),106000000
2024-10-03,challenger_seren,4,듄켈(하드),94400000
2024-10-03,challenger_seren,5,윌(하드),77100000
2024-10-03,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-10-03,challenger_seren,7,더스크(카오스),69800000
2024-10-03,challenger_seren,8,루시드(하드),62900000
2024-10-03,challenger_seren,9,스우(하드),51500000
2024-10-03,challenger_seren,10,데미안(하드),48900000
2024-10-03,challenger_seren,11,파풀라투스(카오스),13100000
2024-10-03,challenger_seren,12,벨룸(카오스),9280000
2024-10-10,challenger_seren,1,선택받은세렌(하드),356000000
2024-10-10,challenger_seren,2,감시자칼로스(이지),280000000
2024-10-10,challenger_seren,3,진힐라(하드),106000000
2024-10-10,challenger_seren,4,듄켈(하드),94400000
2024-10-10,challenger_seren,5,윌(하드),77100000
2024-10-10,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-10-10,challenger_seren,7,더스크(카오스),69800000
2024-10-10,challenger_seren,8,루시드(하드),62900000
2024-10-10,challenger_seren,9,스우(하드),51500000
2024-10-10,challenger_seren,10,데미안(하드),48900000
2024-10-10,challenger_seren,11,파풀라투스(카오스),13100000
2024-10-10,challenger_seren,12,벨룸(카오스),9280000
2024-10-17,challenger_seren,1,선택받은세렌(하드),356000000
2024-10-17,challenger_seren,2,감시자칼로스(이지),280000000
2024-10-17,challenger_seren,3,진힐라(하드),106000000
2024-10-17,challenger_seren,4,듄켈(하드),94400000
2024-10-17,challenger_seren,5,윌(하드),77100000
2024-10-17,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-10-17,challenger_seren,7,더스크(카오스),69800000
2024-10-17,challenger_seren,8,루시드(하드),62900000
2024-10-17,challenger_seren,9,스우(하드),51500000
2024-10-17,challenger_seren,10,데미안(하드),48900000
2024-10-17,challenger_seren,11,파풀라투스(카오스),13100000
2024-10-17,challenger_seren,12,벨룸(카오스),9280000
2024-10-24,challenger_seren,1,선택받은세렌(하드),356000000
2024-10-24,challenger_seren,2,감시자칼로스(이지),280000000
2024-10-24,challenger_seren,3,진힐라(하드),106000000
2024-10-24,challenger_seren,4,듄켈(하드),94400000
2024-10-24,challenger_seren,5,윌(하드),77100000
2024-10-24,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-10-24,challenger_seren,7,더스크(카오스),69800000
2024-10-24,challenger_seren,8,루시드(하드),62900000
2024-10-24,challenger_seren,9,스우(하드),51500000
2024-10-24,challenger_seren,10,데미안(하드),48900000
2024-10-24,challenger_seren,11,파풀라투스(카오스),13100000
2024-10-24,challenger_seren,12,벨룸(카오스),9280000
2024-10-31,challenger_seren,1,선택받은세렌(하드),356000000
2024-10-31,challenger_seren,2,감시자칼로스(이지),280000000
2024-10-31,challenger_seren,3,진힐라(하드),106000000
2024-10-31,challenger_seren,4,듄켈(하드),94400000
2024-10-31,challenger_seren,5,윌(하드),77100000
2024-10-31,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-10-31,challenger_seren,7,더스크(카오스),69800000
2024-10-31,challenger_seren,8,루시드(하드),62900000
2024-10-31,challenger_seren,9,스우(하드),51500000
2024-10-31,challenger_seren,10,데미안(하드),48900000
2024-10-31,challenger_seren,11,파풀라투스(카오스),13100000
2024-10-31,challenger_seren,12,벨룸(카오스),9280000
2024-11-07,challenger_seren,1,선택받은세렌(하드),356000000
2024-11-07,challenger_seren,2,감시자칼로스(이지),280000000
2024-11-07,challenger_seren,3,진힐라(하드),106000000
2024-11-07,challenger_seren,4,듄켈(하드),94400000
2024-11-07,challenger_seren,5,윌(하드),77100000
2024-11-07,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-11-07,challenger_seren,7,더스크(카오스),69800000
2024-11-07,challenger_seren,8,루시드(하드),62900000
2024-11-07,challenger_seren,9,스우(하드),51500000
2024-11-07,challenger_seren,10,데미안(하드),48900000
2024-11-07,challenger_seren,11,파풀라투스(카오스),13100000
2024-11-07,challenger_seren,12,벨룸(카오스),9280000
2024-11-14,challenger_seren,1,선택받은세렌(하드),356000000
2024-11-14,challenger_seren,2,감시자칼로스(이지),280000000
2024-11-14,challenger_seren,3,진힐라(하드),106000000
2024-11-14,challenger_seren,4,듄켈(하드),94400000
2024-11-14,challenger_seren,5,윌(하드),77100000
2024-11-14,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-11-14,challenger_seren,7,더스크(카오스),69800000
2024-11-14,challenger_seren,8,루시드(하드),62900000
2024-11-14,challenger_seren,9,스우(하드),51500000
2024-11-14,challenger_seren,10,데미안(하드),48900000
2024-11-14,challenger_seren,11,파풀라투스(카오스),13100000
2024-11-14,challenger_seren,12,벨룸(카오스),9280000
2024-11-21,challenger_seren,1,선택받은세렌(하드),356000000
2024-11-21,challenger_seren,2,감시자칼로스(이지),280000000
2024-11-21,challenger_seren,3,진힐라(하드),106000000
2024-11-21,challenger_seren,4,듄켈(하드),94400000
2024-11-21,challenger_seren,5,윌(하드),77100000
2024-11-21,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-11-21,challenger_seren,7,더스크(카오스),69800000
2024-11-21,challenger_seren,8,루시드(하드),62900000
2024-11-21,challenger_seren,9,스우(하드),51500000
2024-11-21,challenger_seren,10,데미안(하드),48900000
2024-11-21,challenger_seren,11,파풀라투스(카오스),13100000
2024-11-21,challenger_seren,12,벨룸(카오스),9280000
2024-11-28,challenger_seren,1,선택받은세렌(하드),356000000
2024-11-28,challenger_seren,2,감시자칼로스(이지),280000000
2024-11-28,challenger_seren,3,진힐라(하드),106000000
2024-11-28,challenger_seren,4,듄켈(하드),94400000
2024-11-28,challenger_seren,5,윌(하드),77100000
2024-11-28,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-11-28,challenger_seren,7,더스크(카오스),69800000
2024-11-28,challenger_seren,8,루시드(하드),62900000
2024-11-28,challenger_seren,9,스우(하드),51500000
2024-11-28,challenger_seren,10,데미안(하드),48900000
2024-11-28,challenger_seren,11,파풀라투스(카오스),13100000
2024-11-28,challenger_seren,12,벨룸(카오스),9280000
2024-12-05,challenger_seren,1,선택받은세렌(하드),356000000
2024-12-05,challenger_seren,2,감시자칼로스(이지),280000000
2024-12-05,challenger_seren,3,진힐라(하드),106000000
2024-12-05,challenger_seren,4,듄켈(하드),94400000
2024-12-05,challenger_seren,5,윌(하드),77100000
2024-12-05,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-12-05,challenger_seren,7,더스크(카오스),69800000
2024-12-05,challenger_seren,8,루시드(하드),62900000
2024-12-05,challenger_seren,9,스우(하드),51500000
2024-12-05,challenger_seren,10,데미안(하드),48900000
2024-12-05,challenger_seren,11,파풀라투스(카오스),13100000
2024-12-05,challenger_seren,12,벨룸(카오스),9280000
2024-12-12,challenger_seren,1,선택받은세렌(하드),356000000
2024-12-12,challenger_seren,2,감시자칼로스(이지),280000000
2024-12-12,challenger_seren,3,진힐라(하드),106000000
2024-12-12,challenger_seren,4,듄켈(하드),94400000
2024-12-12,challenger_seren,5,윌(하드),77100000
2024-12-12,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-12-12,challenger_seren,7,더스크(카오스),69800000
2024-12-12,challenger_seren,8,루시드(하드),62900000
2024-12-12,challenger_seren,9,스우(하드),51500000
2024-12-12,challenger_seren,10,데미안(하드),48900000
2024-12-12,challenger_seren,11,파풀라투스(카오스),13100000
2024-12-12,challenger_seren,12,벨룸(카오스),9280000
2024-12-19,challenger_seren,1,선택받은세렌(하드),356000000
2024-12-19,challenger_seren,2,감시자칼로스(이지),280000000
2024-12-19,challenger_seren,3,진힐라(하드),106000000
2024-12-19,challenger_seren,4,듄켈(하드),94400000
2024-12-19,challenger_seren,5,윌(하드),77100000
2024-12-19,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-12-19,challenger_seren,7,더스크(카오스),69800000
2024-12-19,challenger_seren,8,루시드(하드),62900000
2024-12-19,challenger_seren,9,스우(하드),51500000
2024-12-19,challenger_seren,10,데미안(하드),48900000
2024-12-19,challenger_seren,11,파풀라투스(카오스),13100000
2024-12-19,challenger_seren,12,벨룸(카오스),9280000
2024-12-26,challenger_seren,1,선택받은세렌(하드),356000000
2024-12-26,challenger_seren,2,감시자칼로스(이지),280000000
2024-12-26,challenger_seren,3,진힐라(하드),106000000
2024-12-26,challenger_seren,4,듄켈(하드),94400000
2024-12-26,challenger_seren,5,윌(하드),77100000
2024-12-26,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2024-12-26,challenger_seren,7,더스크(카오스),69800000
2024-12-26,challenger_seren,8,루시드(하드),62900000
2024-12-26,challenger_seren,9,스우(하드),51500000
2024-12-26,challenger_seren,10,데미안(하드),48900000
2024-12-26,challenger_seren,11,파풀라투스(카오스),13100000
2024-12-26,challenger_seren,12,벨룸(카오스),9280000
2025-01-02,challenger_seren,1,선택받은세렌(하드),356000000
2025-01-02,challenger_seren,2,감시자칼로스(이지),280000000
2025-01-02,challenger_seren,3,진힐라(하드),106000000
2025-01-02,challenger_seren,4,듄켈(하드),94400000
2025-01-02,challenger_seren,5,윌(하드),77100000
2025-01-02,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-01-02,challenger_seren,7,더스크(카오스),69800000
2025-01-02,challenger_seren,8,루시드(하드),62900000
2025-01-02,challenger_seren,9,스우(하드),51500000
2025-01-02,challenger_seren,10,데미안(하드),48900000
2025-01-02,challenger_seren,11,파풀라투스(카오스),13100000
2025-01-02,challenger_seren,12,벨룸(카오스),9280000
2025-01-09,challenger_seren,1,선택받은세렌(하드),356000000
2025-01-09,challenger_seren,2,감시자칼로스(이지),280000000
2025-01-09,challenger_seren,3,진힐라(하드),106000000
2025-01-09,challenger_seren,4,듄켈(하드),94400000
2025-01-09,challenger_seren,5,윌(하드),77100000
2025-01-09,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-01-09,challenger_seren,7,더스크(카오스),69800000
2025-01-09,challenger_seren,8,루시드(하드),62900000
2025-01-09,challenger_seren,9,스우(하드),51500000
2025-01-09,challenger_seren,10,데미안(하드),48900000
2025-01-09,challenger_seren,11,파풀라투스(카오스),13100000
2025-01-09,challenger_seren,12,벨룸(카오스),9280000
2025-01-16,challenger_seren,1,선택받은세렌(하드),356000000
2025-01-16,challenger_seren,2,감시자칼로스(이지),280000000
2025-01-16,challenger_seren,3,진힐라(하드),106000000
2025-01-16,challenger_seren,4,듄켈(하드),94400000
2025-01-16,challenger_seren,5,윌(하드),77100000
2025-01-16,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-01-16,challenger_seren,7,더스크(카오스),69800000
2025-01-16,challenger_seren,8,루시드(하드),62900000
2025-01-16,challenger_seren,9,스우(하드),51500000
2025-01-16,challenger_seren,10,데미안(하드),48900000
2025-01-16,challenger_seren,11,파풀라투스(카오스),13100000
2025-01-16,challenger_seren,12,벨룸(카오스),9280000
2025-01-23,challenger_seren,1,선택받은세렌(하드),356000000
2025-01-23,challenger_seren,2,감시자칼로스(이지),280000000
2025-01-23,challenger_seren,3,진힐라(하드),106000000
2025-01-23,challenger_seren,4,듄켈(하드),94400000
2025-01-23,challenger_seren,5,윌(하드),77100000
2025-01-23,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-01-23,challenger_seren,7,더스크(카오스),69800000
2025-01-23,challenger_seren,8,루시드(하드),62900000
2025-01-23,challenger_seren,9,스우(하드),51500000
2025-01-23,challenger_seren,10,데미안(하드),48900000
2025-01-23,challenger_seren,11,파풀라투스(카오스),13100000
2025-01-23,challenger_seren,12,벨룸(카오스),9280000
2025-01-30,challenger_seren,1,선택받은세렌(하드),356000000
2025-01-30,challenger_seren,2,감시자칼로스(이지),280000000
2025-01-30,challenger_seren,3,진힐라(하드),106000000
2025-01-30,challenger_seren,4,듄켈(하드),94400000
2025-01-30,challenger_seren,5,윌(하드),77100000
2025-01-30,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-01-30,challenger_seren,7,더스크(카오스),69800000
2025-01-30,challenger_seren,8,루시드(하드),62900000
2025-01-30,challenger_seren,9,스우(하드),51500000
2025-01-30,challenger_seren,10,데미안(하드),48900000
2025-01-30,challenger_seren,11,파풀라투스(카오스),13100000
2025-01-30,challenger_seren,12,벨룸(카오스),9280000
2025-02-06,challenger_seren,1,선택받은세렌(하드),356000000
2025-02-06,challenger_seren,2,감시자칼로스(이지),280000000
2025-02-06,challenger_seren,3,진힐라(하드),106000000
2025-02-06,challenger_seren,4,듄켈(하드),94400000
2025-02-06,challenger_seren,5,윌(하드),77100000
2025-02-06,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-02-06,challenger_seren,7,더스크(카오스),69800000
2025-02-06,challenger_seren,8,루시드(하드),62900000
2025-02-06,challenger_seren,9,스우(하드),51500000
2025-02-06,challenger_seren,10,데미안(하드),48900000
2025-02-06,challenger_seren,11,파풀라투스(카오스),13100000
2025-02-06,challenger_seren,12,벨룸(카오스),9280000
2025-02-13,challenger_seren,1,선택받은세렌(하드),356000000
2025-02-13,challenger_seren,2,감시자칼로스(이지),280000000
2025-02-13,challenger_seren,3,진힐라(하드),106000000
2025-02-13,challenger_seren,4,듄켈(하드),94400000
2025-02-13,challenger_seren,5,윌(하드),77100000
2025-02-13,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-02-13,challenger_seren,7,더스크(카오스),69800000
2025-02-13,challenger_seren,8,루시드(하드),62900000
2025-02-13,challenger_seren,9,스우(하드),51500000
2025-02-13,challenger_seren,10,데미안(하드),48900000
2025-02-13,challenger_seren,11,파풀라투스(카오스),13100000
2025-02-13,challenger_seren,12,벨룸(카오스),9280000
2025-02-20,challenger_seren,1,선택받은세렌(하드),356000000
2025-02-20,challenger_seren,2,감시자칼로스(이지),280000000
2025-02-20,challenger_seren,3,진힐라(하드),106000000
2025-02-20,challenger_seren,4,듄켈(하드),94400000
2025-02-20,challenger_seren,5,윌(하드),77100000
2025-02-20,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-02-20,challenger_seren,7,더스크(카오스),69800000
2025-02-20,challenger_seren,8,루시드(하드),62900000
2025-02-20,challenger_seren,9,스우(하드),51500000
2025-02-20,challenger_seren,10,데미안(하드),48900000
2025-02-20,challenger_seren,11,파풀라투스(카오스),13100000
2025-02-20,challenger_seren,12,벨룸(카오스),9280000
2025-02-27,challenger_seren,1,선택받은세렌(하드),356000000
2025-02-27,challenger_seren,2,감시자칼로스(이지),280000000
2025-02-27,challenger_seren,3,진힐라(하드),106000000
2025-02-27,challenger_seren,4,듄켈(하드),94400000
2025-02-27,challenger_seren,5,윌(하드),77100000
2025-02-27,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-02-27,challenger_seren,7,더스크(카오스),69800000
2025-02-27,challenger_seren,8,루시드(하드),62900000
2025-02-27,challenger_seren,9,스우(하드),51500000
2025-02-27,challenger_seren,10,데미안(하드),48900000
2025-02-27,challenger_seren,11,파풀라투스(카오스),13100000
2025-02-27,challenger_seren,12,벨룸(카오스),9280000
2025-03-06,challenger_seren,1,선택받은세렌(하드),356000000
2025-03-06,challenger_seren,2,감시자칼로스(이지),280000000
2025-03-06,challenger_seren,3,진힐라(하드),106000000
2025-03-06,challenger_seren,4,듄켈(하드),94400000
2025-03-06,challenger_seren,5,윌(하드),77100000
2025-03-06,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-03-06,challenger_seren,7,더스크(카오스),69800000
2025-03-06,challenger_seren,8,루시드(하드),62900000
2025-03-06,challenger_seren,9,스우(하드),51500000
2025-03-06,challenger_seren,10,데미안(하드),48900000
2025-03-06,challenger_seren,11,파풀라투스(카오스),13100000
2025-03-06,challenger_seren,12,벨룸(카오스),9280000
2025-03-13,challenger_seren,1,선택받은세렌(하드),356000000
2025-03-13,challenger_seren,2,감시자칼로스(이지),280000000
2025-03-13,challenger_seren,3,진힐라(하드),106000000
2025-03-13,challenger_seren,4,듄켈(하드),94400000
2025-03-13,challenger_seren,5,윌(하드),77100000
2025-03-13,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-03-13,challenger_seren,7,더스크(카오스),69800000
2025-03-13,challenger_seren,8,루시드(하드),62900000
2025-03-13,challenger_seren,9,스우(하드),51500000
2025-03-13,challenger_seren,10,데미안(하드),48900000
2025-03-13,challenger_seren,11,파풀라투스(카오스),13100000
2025-03-13,challenger_seren,12,벨룸(카오스),9280000
2025-03-20,challenger_seren,1,선택받은세렌(하드),356000000
2025-03-20,challenger_seren,2,감시자칼로스(이지),280000000
2025-03-20,challenger_seren,3,진힐라(하드),106000000
2025-03-20,challenger_seren,4,듄켈(하드),94400000
2025-03-20,challenger_seren,5,윌(하드),77100000
2025-03-20,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-03-20,challenger_seren,7,더스크(카오스),69800000
2025-03-20,challenger_seren,8,루시드(하드),62900000
2025-03-20,challenger_seren,9,스우(하드),51500000
2025-03-20,challenger_seren,10,데미안(하드),48900000
2025-03-20,challenger_seren,11,파풀라투스(카오스),13100000
2025-03-20,challenger_seren,12,벨룸(카오스),9280000
2025-03-27,challenger_seren,1,선택받은세렌(하드),356000000
2025-03-27,challenger_seren,2,감시자칼로스(이지),280000000
2025-03-27,challenger_seren,3,진힐라(하드),106000000
2025-03-27,challenger_seren,4,듄켈(하드),94400000
2025-03-27,challenger_seren,5,윌(하드),77100000
2025-03-27,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-03-27,challenger_seren,7,더스크(카오스),69800000
2025-03-27,challenger_seren,8,루시드(하드),62900000
2025-03-27,challenger_seren,9,스우(하드),51500000
2025-03-27,challenger_seren,10,데미안(하드),48900000
2025-03-27,challenger_seren,11,파풀라투스(카오스),13100000
2025-03-27,challenger_seren,12,벨룸(카오스),9280000
2025-04-03,challenger_seren,1,선택받은세렌(하드),356000000
2025-04-03,challenger_seren,2,감시자칼로스(이지),280000000
2025-04-03,challenger_seren,3,진힐라(하드),106000000
2025-04-03,challenger_seren,4,듄켈(하드),94400000
2025-04-03,challenger_seren,5,윌(하드),77100000
2025-04-03,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-04-03,challenger_seren,7,더스크(카오스),69800000
2025-04-03,challenger_seren,8,루시드(하드),62900000
2025-04-03,challenger_seren,9,스우(하드),51500000
2025-04-03,challenger_seren,10,데미안(하드),48900000
2025-04-03,challenger_seren,11,파풀라투스(카오스),13100000
2025-04-03,challenger_seren,12,벨룸(카오스),9280000
2025-04-10,challenger_seren,1,선택받은세렌(하드),356000000
2025-04-10,challenger_seren,2,감시자칼로스(이지),280000000
2025-04-10,challenger_seren,3,진힐라(하드),106000000
2025-04-10,challenger_seren,4,듄켈(하드),94400000
2025-04-10,challenger_seren,5,윌(하드),77100000
2025-04-10,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-04-10,challenger_seren,7,더스크(카오스),69800000
2025-04-10,challenger_seren,8,루시드(하드),62900000
2025-04-10,challenger_seren,9,스우(하드),51500000
2025-04-10,challenger_seren,10,데미안(하드),48900000
2025-04-10,challenger_seren,11,파풀라투스(카오스),13100000
2025-04-10,challenger_seren,12,벨룸(카오스),9280000
2025-04-17,challenger_seren,1,선택받은세렌(하드),356000000
2025-04-17,challenger_seren,2,감시자칼로스(이지),280000000
2025-04-17,challenger_seren,3,진힐라(하드),106000000
2025-04-17,challenger_seren,4,듄켈(하드),94400000
2025-04-17,challenger_seren,5,윌(하드),77100000
2025-04-17,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-04-17,challenger_seren,7,더스크(카오스),69800000
2025-04-17,challenger_seren,8,루시드(하드),62900000
2025-04-17,challenger_seren,9,스우(하드),51500000
2025-04-17,challenger_seren,10,데미안(하드),48900000
2025-04-17,challenger_seren,11,파풀라투스(카오스),13100000
2025-04-17,challenger_seren,12,벨룸(카오스),9280000
2025-04-24,challenger_seren,1,선택받은세렌(하드),356000000
2025-04-24,challenger_seren,2,감시자칼로스(이지),280000000
2025-04-24,challenger_seren,3,진힐라(하드),106000000
2025-04-24,challenger_seren,4,듄켈(하드),94400000
2025-04-24,challenger_seren,5,윌(하드),77100000
2025-04-24,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-04-24,challenger_seren,7,더스크(카오스),69800000
2025-04-24,challenger_seren,8,루시드(하드),62900000
2025-04-24,challenger_seren,9,스우(하드),51500000
2025-04-24,challenger_seren,10,데미안(하드),48900000
2025-04-24,challenger_seren,11,파풀라투스(카오스),13100000
2025-04-24,challenger_seren,12,벨룸(카오스),9280000
2025-05-01,challenger_seren,1,선택받은세렌(하드),356000000
2025-05-01,challenger_seren,2,감시자칼로스(이지),280000000
2025-05-01,challenger_seren,3,진힐라(하드),106000000
2025-05-01,challenger_seren,4,듄켈(하드),94400000
2025-05-01,challenger_seren,5,윌(하드),77100000
2025-05-01,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-05-01,challenger_seren,7,더스크(카오스),69800000
2025-05-01,challenger_seren,8,루시드(하드),62900000
2025-05-01,challenger_seren,9,스우(하드),51500000
2025-05-01,challenger_seren,10,데미안(하드),48900000
2025-05-01,challenger_seren,11,파풀라투스(카오스),13100000
2025-05-01,challenger_seren,12,벨룸(카오스),9280000
2025-05-08,challenger_seren,1,선택받은세렌(하드),356000000
2025-05-08,challenger_seren,2,감시자칼로스(이지),280000000
2025-05-08,challenger_seren,3,진힐라(하드),106000000
2025-05-08,challenger_seren,4,듄켈(하드),94400000
2025-05-08,challenger_seren,5,윌(하드),77100000
2025-05-08,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-05-08,challenger_seren,7,더스크(카오스),69800000
2025-05-08,challenger_seren,8,루시드(하드),62900000
2025-05-08,challenger_seren,9,스우(하드),51500000
2025-05-08,challenger_seren,10,데미안(하드),48900000
2025-05-08,challenger_seren,11,파풀라투스(카오스),13100000
2025-05-08,challenger_seren,12,벨룸(카오스),9280000
2025-05-15,challenger_seren,1,선택받은세렌(하드),356000000
2025-05-15,challenger_seren,2,감시자칼로스(이지),280000000
2025-05-15,challenger_seren,3,진힐라(하드),106000000
2025-05-15,challenger_seren,4,듄켈(하드),94400000
2025-05-15,challenger_seren,5,윌(하드),77100000
2025-05-15,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-05-15,challenger_seren,7,더스크(카오스),69800000
2025-05-15,challenger_seren,8,루시드(하드),62900000
2025-05-15,challenger_seren,9,스우(하드),51500000
2025-05-15,challenger_seren,10,데미안(하드),48900000
2025-05-15,challenger_seren,11,파풀라투스(카오스),13100000
2025-05-15,challenger_seren,12,벨룸(카오스),9280000
2025-05-22,challenger_seren,1,선택받은세렌(하드),356000000
2025-05-22,challenger_seren,2,감시자칼로스(이지),280000000
2025-05-22,challenger_seren,3,진힐라(하드),106000000
2025-05-22,challenger_seren,4,듄켈(하드),94400000
2025-05-22,challenger_seren,5,윌(하드),77100000
2025-05-22,challenger_seren,6,가디언엔젤슬라임(카오스),75100000
2025-05-22,challenger_seren,7,더스크(카오스),69800000
2025-05-22,challenger_seren,8,루시드(하드),62900000
2025-05-22,challenger_seren,9,스우(하드),51500000
2025-05-22,challenger_seren,10,데미안(하드),48900000
2025-05-22,challenger_seren,11,파풀라투스(카오스),13100000
2025-05-22,challenger_seren,12,벨룸(카오스),9280000
2025-05-29,challenger_seren,1,선택받은세렌(하드),356000000
